-1.00794	M+H
1.00794	M-H
-2.01588	M+2H
2.01588	M-2H
-3.02382	M+3H
3.02382	M-3H
-22.98976928	M+Na
22.98976928	M-Na
-45.97953856	M+2Na
45.97953856	M-2Na
-68.96930784	M+3Na
68.96930784	M-3Na
-18.03846	M+NH4
18.03846	M-NH4
-36.07692	M+2NH4
36.07692	M-2NH4
-54.11538	M+3NH4
54.11538	M-3NH4
-39.0983	M+K
39.0983	M-K
-78.1966	M+2K
78.1966	M-2K
-117.2949	M+3K
117.2949	M-3K
