pathway_note	reaction_name	IS_reversible	substrate	product
tbr00010	R00710	true	C00084	C00033
tbr00010	R00710	true	C00033	C00084
tbr00010	R00014	false	C00068 	C05125
tbr00010	R00014	false	 C00022	C05125
tbr00010	R03270	false	C05125 	C16255 
tbr00010	R03270	false	C05125 	 C00068
tbr00010	R03270	false	 C15972	C16255 
tbr00010	R03270	false	 C15972	 C00068
tbr00010	R02569	true	C00024 	C16255
tbr00010	R02569	true	 C15973	C16255
tbr00010	R02569	true	C16255	C00024 
tbr00010	R02569	true	C16255	 C15973
tbr00010	R00200	false	C00074	C00022
tbr00010	R00658	true	C00631	C00074
tbr00010	R00658	true	C00074	C00631
tbr00010	R01061	true	C00118	C00236
tbr00010	R01061	true	C00236	C00118
tbr00010	R01015	true	C00118	C00111
tbr00010	R01015	true	C00111	C00118
tbr00010	R01070	true	C05378	C00118 
tbr00010	R01070	true	C05378	 C00111
tbr00010	R01070	true	C00118 	C05378
tbr00010	R01070	true	 C00111	C05378
tbr00010	R04779	false	C05345	C05378
tbr00010	R04780	false	C05378	C05345
tbr00010	R02740	true	C00668	C05345
tbr00010	R02740	true	C05345	C00668
tbr00010	R03321	true	C01172	C05345
tbr00010	R03321	true	C05345	C01172
tbr00010	R01600	false	C00221	C01172
tbr00010	R02739	true	C00668	C01172
tbr00010	R02739	true	C01172	C00668
tbr00010	R02739	true	C00668	C01172
tbr00010	R02739	true	C01172	C00668
tbr00010	R01786	false	C00267	C00668
tbr00010	R07618	true	C15973	C15972
tbr00010	R07618	true	C15972	C15973
tbr00010	R01512	true	C00197	C00236
tbr00010	R01512	true	C00236	C00197
tbr00010	R00341	false	C00036	C00074
tbr00010	R00235	false	C00033	C00024
tbr00010	R01518	true	C00631	C00197
tbr00010	R01518	true	C00197	C00631
tbr00020	R07618	true	C15973	C15972
tbr00020	R07618	true	C15972	C15973
tbr00020	R00621	false	C00026 	C05381
tbr00020	R00621	false	 C00068	C05381
tbr00020	R03316	false	C05381 	C16254 
tbr00020	R03316	false	C05381 	 C00068
tbr00020	R03316	false	 C15972	C16254 
tbr00020	R03316	false	 C15972	 C00068
tbr00020	R02570	true	C00091 	C16254
tbr00020	R02570	true	 C15973	C16254
tbr00020	R02570	true	C16254	C00091 
tbr00020	R02570	true	C16254	 C15973
tbr00020	R00405	true	C00042	C00091
tbr00020	R00405	true	C00091	C00042
tbr00020	R00432&R00727	true	C00042	C00091
tbr00020	R00432&R00727	true	C00091	C00042
tbr00020	R00268	true	C05379	C00026
tbr00020	R00268	true	C00026	C05379
tbr00020	R01899	true	C00311	C05379
tbr00020	R01899	true	C05379	C00311
tbr00020	R02164	true	C00042	C00122
tbr00020	R02164	true	C00122	C00042
tbr00020	R01082	true	C00149	C00122
tbr00020	R01082	true	C00122	C00149
tbr00020	R01900	true	C00417	C00311
tbr00020	R01900	true	C00311	C00417
tbr00020	R01325	true	C00158	C00417
tbr00020	R01325	true	C00417	C00158
tbr00020	R00351	true	C00036 	C00158
tbr00020	R00351	true	 C00024	C00158
tbr00020	R00351	true	C00158	C00036 
tbr00020	R00351	true	C00158	 C00024
tbr00020	R00342	true	C00149	C00036
tbr00020	R00342	true	C00036	C00149
tbr00020	R00014	false	C00022 	C05125
tbr00020	R00014	false	 C00068	C05125
tbr00020	R03270	false	C05125 	C00068 
tbr00020	R03270	false	C05125 	 C16255
tbr00020	R03270	false	 C15972	C00068 
tbr00020	R03270	false	 C15972	 C16255
tbr00020	R07618	true	C15973	C15972
tbr00020	R07618	true	C15972	C15973
tbr00020	R02569	true	C15973 	C16255
tbr00020	R02569	true	 C00024	C16255
tbr00020	R02569	true	C16255	C15973 
tbr00020	R02569	true	C16255	 C00024
tbr00020	R00341	false	C00036	C00074
tbr00030	R02739	true	C00668	C01172
tbr00030	R02739	true	C01172	C00668
tbr00030	R02750	true	C01801	C00673
tbr00030	R02750	true	C00673	C01801
tbr00030	R01066	true	C00673	C00118
tbr00030	R01066	true	C00118	C00673
tbr00030	R01049	true	C00117	C00119
tbr00030	R01049	true	C00119	C00117
tbr00030	R01051	true	C00121	C00117
tbr00030	R01051	true	C00117	C00121
tbr00030	R01641	true	C05382 	C00117 
tbr00030	R01641	true	C05382 	 C00231
tbr00030	R01641	true	 C00118	C00117 
tbr00030	R01641	true	 C00118	 C00231
tbr00030	R01641	true	C00117 	C05382 
tbr00030	R01641	true	C00117 	 C00118
tbr00030	R01641	true	 C00231	C05382 
tbr00030	R01641	true	 C00231	 C00118
tbr00030	R01056	true	C00117	C00199
tbr00030	R01056	true	C00199	C00117
tbr00030	R01529	true	C00199	C00231
tbr00030	R01529	true	C00231	C00199
tbr00030	R01830	true	C00118 	C00279 
tbr00030	R01830	true	C00118 	 C00231
tbr00030	R01830	true	 C05345	C00279 
tbr00030	R01830	true	 C05345	 C00231
tbr00030	R01830	true	C00279 	C00118 
tbr00030	R01830	true	C00279 	 C05345
tbr00030	R01830	true	 C00231	C00118 
tbr00030	R01830	true	 C00231	 C05345
tbr00030	R01070	true	C05378	C00118
tbr00030	R01070	true	C00118	C05378
tbr00030	R04779	false	C05345	C05378
tbr00030	R04780	false	C05378	C05345
tbr00030	R02740	true	C00668	C05345
tbr00030	R02740	true	C05345	C00668
tbr00030	R01528	false	C00345	C00199
tbr00030	R02736	false	C01172	C01236
tbr00030	R01827	true	C05382 	C00279 
tbr00030	R01827	true	C05382 	 C05345
tbr00030	R01827	true	 C00118	C00279 
tbr00030	R01827	true	 C00118	 C05345
tbr00030	R01827	true	C00279 	C05382 
tbr00030	R01827	true	C00279 	 C00118
tbr00030	R01827	true	 C05345	C05382 
tbr00030	R01827	true	 C05345	 C00118
tbr00030	R10221	false	C00345	C00199
tbr00030	R02736&R10907	false	C01172	C01236
tbr00040	R01529	true	C00199	C00231
tbr00040	R01529	true	C00231	C00199
tbr00040	R00289	false	C00103	C00029
tbr00051	R01326	false	C00159	C00275
tbr00051	R00867	false	C00095	C05345
tbr00051	R01819	true	C00275	C05345
tbr00051	R01819	true	C05345	C00275
tbr00051	R01818	true	C00275	C00636
tbr00051	R01818	true	C00636	C00275
tbr00051	R05692	false	C01222	C00325
tbr00051	R00888	false	C00096	C01222
tbr00051	R00885	false	C00636	C00096
tbr00051	R04779	false	C05345	C05378
tbr00051	R01015	true	C00118	C00111
tbr00051	R01015	true	C00111	C00118
tbr00051	R02568	true	C01094	C00577 
tbr00051	R02568	true	C01094	 C00111
tbr00051	R02568	true	C00577 	C01094
tbr00051	R02568	true	 C00111	C01094
tbr00051	R01070	true	C05378	C00118
tbr00051	R01070	true	C00118	C05378
tbr00051	R04780	false	C05378	C05345
tbr00051	R09030	false	C02962	C18096
tbr00052	R03236&R03237&R03238&R03239	true	C01097	C03785
tbr00052	R03236&R03237&R03238&R03239	true	C03785	C01097
tbr00052	R01786	true	C00267	C00668
tbr00052	R01786	true	C00668	C00267
tbr00052	R00291	true	C00029	C00052
tbr00052	R00291	true	C00052	C00029
tbr00052	R00289	true	C00103	C00029
tbr00052	R00289	true	C00029	C00103
tbr00061	R07762	false	C05764 	C16219
tbr00061	R07762	false	 C01209	C16219
tbr00061	R07763	true	C16219	C16220
tbr00061	R07763	true	C16220	C16219
tbr00061	R04968	false	C05761 	C05762
tbr00061	R04968	false	 C01209	C05762
tbr00061	R04726	false	C05223 	C05759
tbr00061	R04726	false	 C01209	C05759
tbr00061	R04963	false	C05755 	C05756
tbr00061	R04963	false	 C01209	C05756
tbr00061	R04960	false	C05752 	C05753
tbr00061	R04960	false	 C01209	C05753
tbr00061	R04957	false	C05749 	C05750
tbr00061	R04957	false	 C01209	C05750
tbr00061	R04952	false	C05745 	C05746
tbr00061	R04952	false	 C01209	C05746
tbr00061	R04543	true	C05762	C04633
tbr00061	R04543	true	C04633	C05762
tbr00061	R04566	true	C05759	C04688
tbr00061	R04566	true	C04688	C05759
tbr00061	R04964	true	C05756	C05757
tbr00061	R04964	true	C05757	C05756
tbr00061	R04534	true	C05753	C04619
tbr00061	R04534	true	C04619	C05753
tbr00061	R04536	true	C05750	C04620
tbr00061	R04536	true	C04620	C05750
tbr00061	R04953	true	C05746	C05747
tbr00061	R04953	true	C05747	C05746
tbr00061	R04533	true	C04618	C05744
tbr00061	R04533	true	C05744	C04618
tbr00061	R00742	true	C00024	C00083
tbr00061	R00742	true	C00083	C00024
tbr00061	R04355	false	C03939 	C05744
tbr00061	R04355	false	 C01209	C05744
tbr00061	R01280	false	C00249	C00154
tbr00061	R04355	false	C03939 	C05744
tbr00061	R04355	false	 C01209	C05744
tbr00061	R02768	false	C00173 	C00685
tbr00061	R02768	false	 C01209	C00685
tbr00061	R02767	true	C00685	C01271
tbr00061	R02767	true	C01271	C00685
tbr00061	R00390	false	C00638	C02843
tbr00061	R00390	false	C00638	C02843
tbr00061	R02768	false	C00173 	C00685
tbr00061	R02768	false	 C01209	C00685
tbr00061	R02767	true	C00685	C01271
tbr00061	R02767	true	C01271	C00685
tbr00061	R00742	false	C00024	C00083
tbr00061	R00742	false	C00024	C00083
tbr00061	R00742	false	C00024	C00083
tbr00062	R04738	true	C05258	C05272
tbr00062	R04738	true	C05272	C05258
tbr00062	R04740	true	C05260	C05273
tbr00062	R04740	true	C05273	C05260
tbr00062	R04170	true	C05262	C03221
tbr00062	R04170	true	C03221	C05262
tbr00062	R04744	true	C05264	C05275
tbr00062	R04744	true	C05275	C05264
tbr00062	R04743	true	C05265	C05264
tbr00062	R04743	true	C05264	C05265
tbr00062	R04746	true	C05266	C05276
tbr00062	R04746	true	C05276	C05266
tbr00062	R04745	true	C05267	C05266
tbr00062	R04745	true	C05266	C05267
tbr00062	R04749	true	C05268	C05271
tbr00062	R04749	true	C05271	C05268
tbr00062	R04748	true	C05269	C05268
tbr00062	R04748	true	C05268	C05269
tbr00062	R01778	true	C00264	C00640
tbr00062	R01778	true	C00640	C00264
tbr00062	R02685	true	C00640	C00658
