pathway_note	reaction_name	IS_reversible	substrate	product
eco00010	R00754	true	C00469	C00084
eco00010	R00754	true	C00084	C00469
eco00010	R00014	false	C00068 	C05125
eco00010	R00014	false	 C00022	C05125
eco00010	R03270	false	C05125 	C16255 
eco00010	R03270	false	C05125 	 C00068
eco00010	R03270	false	 C15972	C16255 
eco00010	R03270	false	 C15972	 C00068
eco00010	R02569	true	C00024 	C16255
eco00010	R02569	true	 C15973	C16255
eco00010	R02569	true	C16255	C00024 
eco00010	R02569	true	C16255	 C15973
eco00010	R00200	false	C00074	C00022
eco00010	R00658	true	C00631	C00074
eco00010	R00658	true	C00074	C00631
eco00010	R01518	true	C00631	C00197
eco00010	R01518	true	C00197	C00631
eco00010	R01061	true	C00118	C00236
eco00010	R01061	true	C00236	C00118
eco00010	R01015	true	C00118	C00111
eco00010	R01015	true	C00111	C00118
eco00010	R01070	true	C05378	C00118 
eco00010	R01070	true	C05378	 C00111
eco00010	R01070	true	C00118 	C05378
eco00010	R01070	true	 C00111	C05378
eco00010	R04779	false	C05345	C05378
eco00010	R04780	false	C05378	C05345
eco00010	R02738	false	C00031	C00668
eco00010	R02740	true	C00668	C05345
eco00010	R02740	true	C05345	C00668
eco00010	R00959	true	C00103	C00668
eco00010	R00959	true	C00668	C00103
eco00010	R03321	true	C01172	C05345
eco00010	R03321	true	C05345	C01172
eco00010	R01600	false	C00221	C01172
eco00010	R02739	true	C00668	C01172
eco00010	R02739	true	C01172	C00668
eco00010	R02739	true	C00668	C01172
eco00010	R02739	true	C01172	C00668
eco00010	R01602	true	C00267	C00221
eco00010	R01602	true	C00221	C00267
eco00010	R01786	false	C00267	C00668
eco00010	R00947	false	C00103	C00267
eco00010	R07618	true	C15973	C15972
eco00010	R07618	true	C15972	C15973
eco00010	R01512	true	C00197	C00236
eco00010	R01512	true	C00236	C00197
eco00010	R05132	false	C06186	C06187
eco00010	R04394	false	C01451	C06188
eco00010	R05133	false	C06187	C01172
eco00010	R05134	false	C06188	C01172
eco00010	R00341	false	C00036	C00074
eco00010	R00754	true	C00469	C00084
eco00010	R00754	true	C00084	C00469
eco00010	R01196	true	C00024	C00022
eco00010	R01196	true	C00022	C00024
eco00010	R00235	false	C00033	C00024
eco00010	R01518	true	C00631	C00197
eco00010	R01518	true	C00197	C00631
eco00010	R00711	true	C00084	C00033
eco00010	R00711	true	C00033	C00084
eco00020	R07618	true	C15973	C15972
eco00020	R07618	true	C15972	C15973
eco00020	R00621	false	C00026 	C05381
eco00020	R00621	false	 C00068	C05381
eco00020	R03316	false	C05381 	C16254 
eco00020	R03316	false	C05381 	 C00068
eco00020	R03316	false	 C15972	C16254 
eco00020	R03316	false	 C15972	 C00068
eco00020	R02570	true	C00091 	C16254
eco00020	R02570	true	 C15973	C16254
eco00020	R02570	true	C16254	C00091 
eco00020	R02570	true	C16254	 C15973
eco00020	R00405	true	C00042	C00091
eco00020	R00405	true	C00091	C00042
eco00020	R00268	true	C05379	C00026
eco00020	R00268	true	C00026	C05379
eco00020	R01899	true	C00311	C05379
eco00020	R01899	true	C05379	C00311
eco00020	R02164	true	C00042	C00122
eco00020	R02164	true	C00122	C00042
eco00020	R01082	true	C00149	C00122
eco00020	R01082	true	C00122	C00149
eco00020	R01900	true	C00417	C00311
eco00020	R01900	true	C00311	C00417
eco00020	R01325	true	C00158	C00417
eco00020	R01325	true	C00417	C00158
eco00020	R00351	true	C00036 	C00158
eco00020	R00351	true	 C00024	C00158
eco00020	R00351	true	C00158	C00036 
eco00020	R00351	true	C00158	 C00024
eco00020	R00342	true	C00149	C00036
eco00020	R00342	true	C00036	C00149
eco00020	R00014	false	C00022 	C05125
eco00020	R00014	false	 C00068	C05125
eco00020	R03270	false	C05125 	C00068 
eco00020	R03270	false	C05125 	 C16255
eco00020	R03270	false	 C15972	C00068 
eco00020	R03270	false	 C15972	 C16255
eco00020	R07618	true	C15973	C15972
eco00020	R07618	true	C15972	C15973
eco00020	R02569	true	C15973 	C16255
eco00020	R02569	true	 C00024	C16255
eco00020	R02569	true	C16255	C15973 
eco00020	R02569	true	C16255	 C00024
eco00020	R01196	true	C00024	C00022
eco00020	R01196	true	C00022	C00024
eco00020	R00341	false	C00036	C00074
eco00020	R00361	false	C00149	C00036
eco00020	R02164	true	C00042	C00122
eco00020	R02164	true	C00122	C00042
eco00030	R06836	false	C01151	C00119
eco00030	R02739	true	C00668	C01172
eco00030	R02739	true	C01172	C00668
eco00030	R05605	true	C04442	C00118 
eco00030	R05605	true	C04442	 C00022
eco00030	R05605	true	C00118 	C04442
eco00030	R05605	true	 C00022	C04442
eco00030	R02750	true	C01801	C00673
eco00030	R02750	true	C00673	C01801
eco00030	R02749	true	C00672	C00673
eco00030	R02749	true	C00673	C00672
eco00030	R01066	true	C00673	C00118
eco00030	R01066	true	C00118	C00673
eco00030	R01049	true	C00117	C00119
eco00030	R01049	true	C00119	C00117
eco00030	R01057	true	C00620	C00117
eco00030	R01057	true	C00117	C00620
eco00030	R01051	true	C00121	C00117
eco00030	R01051	true	C00117	C00121
eco00030	R01641	true	C05382 	C00117 
eco00030	R01641	true	C05382 	 C00231
eco00030	R01641	true	 C00118	C00117 
eco00030	R01641	true	 C00118	 C00231
eco00030	R01641	true	C00117 	C05382 
eco00030	R01641	true	C00117 	 C00118
eco00030	R01641	true	 C00231	C05382 
eco00030	R01641	true	 C00231	 C00118
eco00030	R01056	true	C00117	C00199
eco00030	R01056	true	C00199	C00117
eco00030	R01529	true	C00199	C00231
eco00030	R01529	true	C00231	C00199
eco00030	R01830	true	C00118 	C00279 
eco00030	R01830	true	C00118 	 C00231
eco00030	R01830	true	 C05345	C00279 
eco00030	R01830	true	 C05345	 C00231
eco00030	R01830	true	C00279 	C00118 
eco00030	R01830	true	C00279 	 C05345
eco00030	R01830	true	 C00231	C00118 
eco00030	R01830	true	 C00231	 C05345
eco00030	R01070	true	C05378	C00118
eco00030	R01070	true	C00118	C05378
eco00030	R04779	false	C05345	C05378
eco00030	R04780	false	C05378	C05345
eco00030	R02740	true	C00668	C05345
eco00030	R02740	true	C05345	C00668
eco00030	R01528	false	C00345	C00199
eco00030	R02035	false	C01236	C00345
