pathway_note	reaction_name	IS_reversible	substrate	product
bsu00010	R00710	true	C00084	C00033
bsu00010	R00710	true	C00033	C00084
bsu00010	R00754	true	C00469	C00084
bsu00010	R00754	true	C00084	C00469
bsu00010	R00014	false	C00068 	C05125
bsu00010	R00014	false	 C00022	C05125
bsu00010	R03270	false	C05125 	C16255 
bsu00010	R03270	false	C05125 	 C00068
bsu00010	R03270	false	 C15972	C16255 
bsu00010	R03270	false	 C15972	 C00068
bsu00010	R02569	true	C00024 	C16255
bsu00010	R02569	true	 C15973	C16255
bsu00010	R02569	true	C16255	C00024 
bsu00010	R02569	true	C16255	 C15973
bsu00010	R00703	true	C00186	C00022
bsu00010	R00703	true	C00022	C00186
bsu00010	R00200	false	C00074	C00022
bsu00010	R00658	true	C00631	C00074
bsu00010	R00658	true	C00074	C00631
bsu00010	R01061	true	C00118	C00236
bsu00010	R01061	true	C00236	C00118
bsu00010	R01015	true	C00118	C00111
bsu00010	R01015	true	C00111	C00118
bsu00010	R01070	true	C05378	C00118 
bsu00010	R01070	true	C05378	 C00111
bsu00010	R01070	true	C00118 	C05378
bsu00010	R01070	true	 C00111	C05378
bsu00010	R04779	false	C05345	C05378
bsu00010	R04780	false	C05378	C05345
bsu00010	R02738	false	C00031	C00668
bsu00010	R02740	true	C00668	C05345
bsu00010	R02740	true	C05345	C00668
bsu00010	R00959	true	C00103	C00668
bsu00010	R00959	true	C00668	C00103
bsu00010	R03321	true	C01172	C05345
bsu00010	R03321	true	C05345	C01172
bsu00010	R01600	false	C00221	C01172
bsu00010	R02739	true	C00668	C01172
bsu00010	R02739	true	C01172	C00668
bsu00010	R01602	true	C00267	C00221
bsu00010	R01602	true	C00221	C00267
bsu00010	R01786	false	C00267	C00668
bsu00010	R07618	true	C15973	C15972
bsu00010	R07618	true	C15972	C15973
bsu00010	R01512	true	C00197	C00236
bsu00010	R01512	true	C00236	C00197
bsu00010	R05132	false	C06186	C06187
bsu00010	R04394	false	C01451	C06188
bsu00010	R05133	false	C06187	C01172
bsu00010	R05134	false	C06188	C01172
bsu00010	R00341	false	C00036	C00074
bsu00010	R00235	false	C00033	C00024
bsu00010	R01518	true	C00631	C00197
bsu00010	R01518	true	C00197	C00631
bsu00020	R07618	true	C15973	C15972
bsu00020	R07618	true	C15972	C15973
bsu00020	R00621	false	C00026 	C05381
bsu00020	R00621	false	 C00068	C05381
bsu00020	R03316	false	C05381 	C16254 
bsu00020	R03316	false	C05381 	 C00068
bsu00020	R03316	false	 C15972	C16254 
bsu00020	R03316	false	 C15972	 C00068
bsu00020	R02570	true	C00091 	C16254
bsu00020	R02570	true	 C15973	C16254
bsu00020	R02570	true	C16254	C00091 
bsu00020	R02570	true	C16254	 C15973
bsu00020	R00405	true	C00042	C00091
bsu00020	R00405	true	C00091	C00042
bsu00020	R00268	true	C05379	C00026
bsu00020	R00268	true	C00026	C05379
bsu00020	R01899	true	C00311	C05379
bsu00020	R01899	true	C05379	C00311
bsu00020	R02164	true	C00042	C00122
bsu00020	R02164	true	C00122	C00042
bsu00020	R01082	true	C00149	C00122
bsu00020	R01082	true	C00122	C00149
bsu00020	R01900	true	C00417	C00311
bsu00020	R01900	true	C00311	C00417
bsu00020	R01325	true	C00158	C00417
bsu00020	R01325	true	C00417	C00158
bsu00020	R00351	true	C00036 	C00158
bsu00020	R00351	true	 C00024	C00158
bsu00020	R00351	true	C00158	C00036 
bsu00020	R00351	true	C00158	 C00024
bsu00020	R00342	true	C00149	C00036
bsu00020	R00342	true	C00036	C00149
bsu00020	R00344	false	C00022	C00036
bsu00020	R00014	false	C00022 	C05125
bsu00020	R00014	false	 C00068	C05125
bsu00020	R03270	false	C05125 	C00068 
bsu00020	R03270	false	C05125 	 C16255
bsu00020	R03270	false	 C15972	C00068 
bsu00020	R03270	false	 C15972	 C16255
bsu00020	R07618	true	C15973	C15972
bsu00020	R07618	true	C15972	C15973
bsu00020	R02569	true	C15973 	C16255
bsu00020	R02569	true	 C00024	C16255
bsu00020	R02569	true	C16255	C15973 
bsu00020	R02569	true	C16255	 C00024
bsu00020	R00341	false	C00036	C00074
bsu00020	R02164	true	C00042	C00122
bsu00020	R02164	true	C00122	C00042
bsu00030	R02739	true	C00668	C01172
bsu00030	R02739	true	C01172	C00668
bsu00030	R05605	true	C04442	C00118 
bsu00030	R05605	true	C04442	 C00022
bsu00030	R05605	true	C00118 	C04442
bsu00030	R05605	true	 C00022	C04442
bsu00030	R02750	true	C01801	C00673
bsu00030	R02750	true	C00673	C01801
bsu00030	R02749	true	C00672	C00673
bsu00030	R02749	true	C00673	C00672
bsu00030	R01066	true	C00673	C00118
bsu00030	R01066	true	C00118	C00673
bsu00030	R01049	true	C00117	C00119
bsu00030	R01049	true	C00119	C00117
bsu00030	R01057	true	C00620	C00117
bsu00030	R01057	true	C00117	C00620
bsu00030	R01051	true	C00121	C00117
bsu00030	R01051	true	C00117	C00121
bsu00030	R01641	true	C05382 	C00117 
bsu00030	R01641	true	C05382 	 C00231
bsu00030	R01641	true	 C00118	C00117 
bsu00030	R01641	true	 C00118	 C00231
bsu00030	R01641	true	C00117 	C05382 
bsu00030	R01641	true	C00117 	 C00118
bsu00030	R01641	true	 C00231	C05382 
bsu00030	R01641	true	 C00231	 C00118
bsu00030	R01056	true	C00117	C00199
bsu00030	R01056	true	C00199	C00117
bsu00030	R01529	true	C00199	C00231
bsu00030	R01529	true	C00231	C00199
bsu00030	R01830	true	C00118 	C00279 
bsu00030	R01830	true	C00118 	 C00231
bsu00030	R01830	true	 C05345	C00279 
bsu00030	R01830	true	 C05345	 C00231
bsu00030	R01830	true	C00279 	C00118 
bsu00030	R01830	true	C00279 	 C05345
bsu00030	R01830	true	 C00231	C00118 
bsu00030	R01830	true	 C00231	 C05345
bsu00030	R01070	true	C05378	C00118
bsu00030	R01070	true	C00118	C05378
bsu00030	R04779	false	C05345	C05378
bsu00030	R04780	false	C05378	C05345
bsu00030	R02740	true	C00668	C05345
bsu00030	R02740	true	C05345	C00668
bsu00030	R01528	false	C00345	C00199
bsu00030	R02035	false	C01236	C00345
bsu00030	R02736	false	C01172	C01236
bsu00030	R01541	false	C00204	C04442
bsu00030	R01737	false	C00257	C00345
bsu00030	R01520&R01521	true	C00221	C00198
bsu00030	R01520&R01521	true	C00198	C00221
bsu00030	R01827	true	C05382 	C00279 
bsu00030	R01827	true	C05382 	 C05345
bsu00030	R01827	true	 C00118	C00279 
bsu00030	R01827	true	 C00118	 C05345
bsu00030	R01827	true	C00279 	C05382 
bsu00030	R01827	true	C00279 	 C00118
bsu00030	R01827	true	 C05345	C05382 
bsu00030	R01827	true	 C05345	 C00118
bsu00030	R01057	true	C00620	C00117
bsu00030	R01057	true	C00117	C00620
bsu00030	R01739	true	C00257	C06473
bsu00030	R01739	true	C06473	C00257
bsu00030	R05338	true	C00199	C06019
bsu00030	R05338	true	C06019	C00199
bsu00030	R09780	true	C06019	C05345
bsu00030	R09780	true	C05345	C06019
bsu00030	R10221	false	C00345	C00199
bsu00030	R02736&R10907	false	C01172	C01236
bsu00040	R01761	true	C00259	C00508
bsu00040	R01761	true	C00508	C00259
bsu00040	R02439	true	C00508	C01101
bsu00040	R02439	true	C01101	C00508
bsu00040	R01526	true	C00309	C00199
bsu00040	R01526	true	C00199	C00309
bsu00040	R01529	true	C00199	C00231
bsu00040	R01529	true	C00231	C00199
bsu00040	R05850	true	C01101	C00231
bsu00040	R05850	true	C00231	C01101
bsu00040	R01639	true	C00310	C00231
bsu00040	R01639	true	C00231	C00310
bsu00040	R01898	true	C00310	C00476
bsu00040	R01898	true	C00476	C00310
bsu00040	R01432	true	C00181	C00310
bsu00040	R01432	true	C00310	C00181
bsu00040	R02427	true	C02266	C00502
bsu00040	R02427	true	C00502	C02266
bsu00040	R00289	false	C00103	C00029
bsu00040	R00286	true	C00029	C00167
bsu00040	R00286	true	C00167	C00029
bsu00040	R01482	true	C00191	C00905
bsu00040	R01482	true	C00905	C00191
bsu00040	R05606	true	C00514	C00204
bsu00040	R05606	true	C00204	C00514
bsu00040	R01540	false	C00817	C00204
bsu00040	R01983	false	C00333	C00558
bsu00040	R02555	false	C00558	C00817
bsu00040	R07413	false	C02273	C00333
bsu00040	R02361	false	C00470	C06118
bsu00040	R04383	true	C04053	C04349
bsu00040	R04383	true	C04349	C04053
bsu00040	R01542	true	C00204	C04349
bsu00040	R01542	true	C04349	C00204
bsu00040	R01902	true	C00312	C06441
bsu00040	R01902	true	C06441	C00312
bsu00040	R01896	true	C00379	C00310
bsu00040	R01896	true	C00310	C00379
bsu00040	R11768	false	C00433	C00026
bsu00051	R03232	false	C00095	C01094
bsu00051	R00875	true	C00794	C00095
bsu00051	R00875	true	C00095	C00794
bsu00051	R00878	true	C00267	C00095
