pathway_note	reaction_name	IS_reversible	substrate	product
dre00010	R00710	true	C00084	C00033
dre00010	R00710	true	C00033	C00084
dre00010	R00711	true	C00084	C00033
dre00010	R00711	true	C00033	C00084
dre00010	R00746	true	C00469	C00084
dre00010	R00746	true	C00084	C00469
dre00010	R00754	true	C00469	C00084
dre00010	R00754	true	C00084	C00469
dre00010	R00014	false	C00068 	C05125
dre00010	R00014	false	 C00022	C05125
dre00010	R03270	false	C05125 	C16255 
dre00010	R03270	false	C05125 	 C00068
dre00010	R03270	false	 C15972	C16255 
dre00010	R03270	false	 C15972	 C00068
dre00010	R02569	true	C00024 	C16255
dre00010	R02569	true	 C15973	C16255
dre00010	R02569	true	C16255	C00024 
dre00010	R02569	true	C16255	 C15973
dre00010	R00703	true	C00186	C00022
dre00010	R00703	true	C00022	C00186
dre00010	R00200	false	C00074	C00022
dre00010	R00658	true	C00631	C00074
dre00010	R00658	true	C00074	C00631
dre00010	R01518	true	C00631	C00197
dre00010	R01518	true	C00197	C00631
dre00010	R01061	true	C00118	C00236
dre00010	R01061	true	C00236	C00118
dre00010	R01015	true	C00118	C00111
dre00010	R01015	true	C00111	C00118
dre00010	R01070	true	C05378	C00118 
dre00010	R01070	true	C05378	 C00111
dre00010	R01070	true	C00118 	C05378
dre00010	R01070	true	 C00111	C05378
dre00010	R04779	false	C05345	C05378
dre00010	R04780	false	C05378	C05345
dre00010	R02740	true	C00668	C05345
dre00010	R02740	true	C05345	C00668
dre00010	R00959	true	C00103	C00668
dre00010	R00959	true	C00668	C00103
dre00010	R03321	true	C01172	C05345
dre00010	R03321	true	C05345	C01172
dre00010	R01600	false	C00221	C01172
dre00010	R01600	false	C00221	C01172
dre00010	R02739	true	C00668	C01172
dre00010	R02739	true	C01172	C00668
dre00010	R01602	true	C00267	C00221
dre00010	R01602	true	C00221	C00267
dre00010	R01786	false	C00267	C00668
dre00010	R01786	false	C00267	C00668
dre00010	R01788	false	C00668	C00267
dre00010	R07618	true	C15973	C15972
dre00010	R07618	true	C15972	C15973
dre00010	R01512	true	C00197	C00236
dre00010	R01512	true	C00236	C00197
dre00010	R00431&R00726	false	C00036	C00074
dre00010	R01516	true	C01159	C00197
dre00010	R01516	true	C00197	C01159
dre00010	R01662	true	C00236	C01159
dre00010	R01662	true	C01159	C00236
dre00010	R00235	false	C00033	C00024
dre00010	R09085	false	C00267	C00668
dre00010	R09086	true	C00221	C01172
dre00010	R09086	true	C01172	C00221
dre00010	R09532	false	C01159	C00631
dre00020	R07618	true	C15973	C15972
dre00020	R07618	true	C15972	C15973
dre00020	R00621	false	C00026 	C05381
dre00020	R00621	false	 C00068	C05381
dre00020	R03316	false	C05381 	C16254 
dre00020	R03316	false	C05381 	 C00068
dre00020	R03316	false	 C15972	C16254 
dre00020	R03316	false	 C15972	 C00068
dre00020	R02570	true	C00091 	C16254
dre00020	R02570	true	 C15973	C16254
dre00020	R02570	true	C16254	C00091 
dre00020	R02570	true	C16254	 C15973
dre00020	R00405	true	C00042	C00091
dre00020	R00405	true	C00091	C00042
dre00020	R00432&R00727	true	C00042	C00091
dre00020	R00432&R00727	true	C00091	C00042
dre00020	R00268	true	C05379	C00026
dre00020	R00268	true	C00026	C05379
dre00020	R00709	true	C00311	C00026
dre00020	R00709	true	C00026	C00311
dre00020	R01899	true	C00311	C05379
dre00020	R01899	true	C05379	C00311
dre00020	R00352	true	C00036 	C00158
dre00020	R00352	true	 C00024	C00158
dre00020	R00352	true	C00158	C00036 
dre00020	R00352	true	C00158	 C00024
dre00020	R02164	true	C00042	C00122
dre00020	R02164	true	C00122	C00042
dre00020	R01082	true	C00149	C00122
dre00020	R01082	true	C00122	C00149
dre00020	R01900	true	C00417	C00311
dre00020	R01900	true	C00311	C00417
dre00020	R01325	true	C00158	C00417
dre00020	R01325	true	C00417	C00158
dre00020	R00351	true	C00036 	C00158
dre00020	R00351	true	 C00024	C00158
dre00020	R00351	true	C00158	C00036 
dre00020	R00351	true	C00158	 C00024
dre00020	R00342	true	C00149	C00036
dre00020	R00342	true	C00036	C00149
dre00020	R00344	false	C00022	C00036
dre00020	R00014	false	C00022 	C05125
dre00020	R00014	false	 C00068	C05125
dre00020	R03270	false	C05125 	C00068 
dre00020	R03270	false	C05125 	 C16255
dre00020	R03270	false	 C15972	C00068 
dre00020	R03270	false	 C15972	 C16255
dre00020	R07618	true	C15973	C15972
dre00020	R07618	true	C15972	C15973
dre00020	R02569	true	C15973 	C16255
dre00020	R02569	true	 C00024	C16255
dre00020	R02569	true	C16255	C15973 
dre00020	R02569	true	C16255	 C00024
dre00020	R00431&R00726	false	C00036	C00074
dre00030	R02739	true	C00668	C01172
dre00030	R02739	true	C01172	C00668
dre00030	R02750	true	C01801	C00673
dre00030	R02750	true	C00673	C01801
dre00030	R02749	true	C00672	C00673
dre00030	R02749	true	C00673	C00672
dre00030	R01066	true	C00673	C00118
dre00030	R01066	true	C00118	C00673
dre00030	R01049	true	C00117	C00119
dre00030	R01049	true	C00119	C00117
dre00030	R01057	true	C00620	C00117
dre00030	R01057	true	C00117	C00620
dre00030	R01051	true	C00121	C00117
dre00030	R01051	true	C00117	C00121
dre00030	R01641	true	C05382 	C00117 
dre00030	R01641	true	C05382 	 C00231
dre00030	R01641	true	 C00118	C00117 
dre00030	R01641	true	 C00118	 C00231
dre00030	R01641	true	C00117 	C05382 
dre00030	R01641	true	C00117 	 C00118
dre00030	R01641	true	 C00231	C05382 
dre00030	R01641	true	 C00231	 C00118
dre00030	R01056	true	C00117	C00199
dre00030	R01056	true	C00199	C00117
dre00030	R01529	true	C00199	C00231
dre00030	R01529	true	C00231	C00199
dre00030	R01830	true	C00118 	C00279 
dre00030	R01830	true	C00118 	 C00231
dre00030	R01830	true	 C05345	C00279 
dre00030	R01830	true	 C05345	 C00231
dre00030	R01830	true	C00279 	C00118 
dre00030	R01830	true	C00279 	 C05345
dre00030	R01830	true	 C00231	C00118 
dre00030	R01830	true	 C00231	 C05345
dre00030	R01070	true	C05378	C00118
dre00030	R01070	true	C00118	C05378
dre00030	R04779	false	C05345	C05378
dre00030	R04780	false	C05378	C05345
dre00030	R02740	true	C00668	C05345
dre00030	R02740	true	C05345	C00668
dre00030	R01528	false	C00345	C00199
dre00030	R02035	false	C01236	C00345
dre00030	R02736	false	C01172	C01236
dre00030	R01519	false	C00198	C00257
dre00030	R01827	true	C05382 	C00279 
dre00030	R01827	true	C05382 	 C05345
dre00030	R01827	true	 C00118	C00279 
dre00030	R01827	true	 C00118	 C05345
dre00030	R01827	true	C00279 	C05382 
dre00030	R01827	true	C00279 	 C00118
dre00030	R01827	true	 C05345	C05382 
dre00030	R01827	true	 C05345	 C00118
dre00030	R01057	true	C00620	C00117
dre00030	R01057	true	C00117	C00620
dre00030	R08572	false	C00258	C00631
dre00030	R10221	false	C00345	C00199
dre00030	R02736&R10907	false	C01172	C01236
dre00040	R01478	false	C03033	C00191
dre00040	R01529	true	C00199	C00231
dre00040	R01529	true	C00231	C00199
dre00040	R02921	true	C01068	C00789
dre00040	R02921	true	C00789	C01068
dre00040	R01639	true	C00310	C00231
dre00040	R01639	true	C00231	C00310
dre00040	R01758&R01759	true	C00532	C00259
dre00040	R01758&R01759	true	C00259	C00532
dre00040	R01904	true	C00379	C00312
dre00040	R01904	true	C00312	C00379
dre00040	R01431	true	C00379	C00181
dre00040	R01431	true	C00181	C00379
dre00040	R02640	true	C00800	C00618
dre00040	R02640	true	C00618	C00800
dre00040	R00289	false	C00103	C00029
dre00040	R01383	true	C00167	C03033
dre00040	R01383	true	C03033	C00167
dre00040	R00286	true	C00029	C00167
dre00040	R00286	true	C00167	C00029
dre00040	R01476	true	C00191	C05385
dre00040	R01476	true	C05385	C00191
dre00040	R01430	false	C00181	C02266
dre00040	R01896	true	C00379	C00310
dre00040	R01896	true	C00310	C00379
dre00040	R01481	true	C00800	C00191
dre00040	R01481	true	C00191	C00800
dre00051	R01787	true	C00794	C00267
dre00051	R01787	true	C00267	C00794
dre00051	R00875	true	C00794	C00095
dre00051	R00875	true	C00095	C00794
dre00051	R00866	false	C00095	C01094
dre00051	R01326	false	C00159	C00275
dre00051	R00867	false	C00095	C05345
dre00051	R02731	false	C00665	C05345
dre00051	R01819	true	C00275	C05345
dre00051	R01819	true	C05345	C00275
dre00051	R01818	true	C00275	C00636
dre00051	R01818	true	C00636	C00275
dre00051	R01951	true	C02985	C00325
dre00051	R01951	true	C00325	C02985
dre00051	R05692	false	C01222	C00325
dre00051	R00888	false	C00096	C01222
dre00051	R00885	false	C00636	C00096
dre00051	R04779	false	C05345	C05378
dre00051	R01015	true	C00118	C00111
dre00051	R01015	true	C00111	C00118
dre00051	R02568	true	C01094	C00577 
dre00051	R02568	true	C01094	 C00111
dre00051	R02568	true	C00577 	C01094
dre00051	R02568	true	 C00111	C01094
dre00051	R01059	false	C00577	C00118
dre00051	R01070	true	C05378	C00118
dre00051	R01070	true	C00118	C05378
dre00051	R04780	false	C05378	C05345
dre00051	R03161	false	C01019	C02985
dre00051	R03688	false	C01720	C03827
dre00052	R03634	false	C01613	C00124 
dre00052	R03634	false	C01613	 C00492
dre00052	R03236&R03237&R03238&R03239	true	C01097	C03785
dre00052	R03236&R03237&R03238&R03239	true	C03785	C01097
dre00052	R05549	false	C05404	C05402 
dre00052	R05549	false	C05404	 C00124
dre00052	R00801	false	C00089	C00031 
dre00052	R00801	false	C00089	 C00095
dre00052	R01103	false	C00492	C00089
dre00052	R01101	false	C05402	C00031 
dre00052	R01101	false	C05402	 C00124
dre00052	R01093&R01095	true	C00124	C01697
dre00052	R01093&R01095	true	C01697	C00124
dre00052	R01104	true	C05401	C00116 
dre00052	R01104	true	C05401	 C00124
dre00052	R01104	true	C00116 	C05401
dre00052	R01104	true	 C00124	C05401
dre00052	R01329	true	C05400	C00159 
dre00052	R01329	true	C05400	 C00124
dre00052	R01329	true	C00159 	C05400
dre00052	R01329	true	 C00124	C05400
dre00052	R02926	true	C05399	C00794 
dre00052	R02926	true	C05399	 C00124
dre00052	R02926	true	C00794 	C05399
dre00052	R02926	true	 C00124	C05399
dre00052	R01194	true	C01235	C00137 
dre00052	R01194	true	C01235	 C00124
dre00052	R01194	true	C00137 	C01235
dre00052	R01194	true	 C00124	C01235
dre00052	R01786	true	C00267	C00668
dre00052	R01786	true	C00668	C00267
dre00052	R01786	true	C00267	C00668
dre00052	R01786	true	C00668	C00267
dre00052	R01678	false	C00243	C00267 
dre00052	R01678	false	C00243	 C00124
dre00052	R01678	false	C00243	C00267 
dre00052	R01678	false	C00243	 C00124
dre00052	R00959	true	C00103	C00668
dre00052	R00959	true	C00668	C00103
dre00052	R00503	false	C00052	C00243
dre00052	R00291	true	C00029	C00052
dre00052	R00291	true	C00052	C00029
dre00052	R00289	true	C00103	C00029
dre00052	R00289	true	C00029	C00103
dre00052	R00955	true	C00446 	C00103 
dre00052	R00955	true	C00446 	 C00052
dre00052	R00955	true	 C00029	C00103 
dre00052	R00955	true	 C00029	 C00052
dre00052	R00955	true	C00103 	C00446 
dre00052	R00955	true	C00103 	 C00029
dre00052	R00955	true	 C00052	C00446 
dre00052	R00955	true	 C00052	 C00029
